image_path,information_type,identifiability_gold,location_gold,activity_gold,blur_presence,sharing_gold,high_level_category,subcategory
img1600,"[1,0,1,0,1,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Location information,Location cues
img1601,"[1,0,1,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,0,0,0]",Location information,Location cues
img1602,"[1,0,1,0,1,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Location information,Location cues
img1603,"[1,0,1,0,1,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,0,0,0]",Location information,Location cues
img1604,"[1,0,1,0,1,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Location information,Location cues
img1605,"[1,0,1,0,1,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,0,0,0]",Location information,Location cues
img1606,"[1,0,1,0,1,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,0,0,0,0]",Location information,Location cues
img1607,"[1,0,0,0,1,0,0,0]",1.0,0.0,0.0,0.0,"[0,1,1,0,0,0]",Location information,Location cues
img1608,"[1,0,1,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Location information,Location cues
img1609,"[1,1,1,0,0,1,0,0]",2.0,2.0,1.0,0.0,"[0,1,1,0,0,0]",Personal identity and sensitive information,Family events
img161,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,0]",Personal preferences,Hobbies/Leisure/Style
img1610,"[1,1,0,0,0,1,0,0]",,2.0,2.0,,"[0,1,0,0,0,0]",Personal identity and sensitive information,Family events
img1611,"[0,0,1,0,0,1,0,0]",0.0,2.0,1.0,1.0,"[0,1,0,0,0,0]",Personal identity and sensitive information,Family events
img1612,"[1,1,1,0,0,1,0,0]",2.0,0.0,1.0,0.0,"[0,1,1,0,0,0]",Personal identity and sensitive information,Family events
img1613,"[1,0,0,0,0,1,0,0]",2.0,2.0,1.0,0.0,"[0,1,1,0,0,0]",Personal identity and sensitive information,Family events
img1614,"[1,0,0,0,0,0,0,0]",2.0,0.0,1.0,0.0,"[0,1,0,0,0,0]",Personal identity and sensitive information,Family events
img1615,"[1,0,0,0,0,1,0,0]",1.0,2.0,1.0,0.0,"[0,1,0,0,0,0]",Personal identity and sensitive information,Family events
img1616,"[1,0,0,0,0,1,0,0]",2.0,2.0,1.0,0.0,"[0,1,0,0,0,0]",Personal identity and sensitive information,Family events
img1617,"[1,1,1,0,0,1,0,0]",2.0,2.0,1.0,0.0,"[0,1,1,0,0,0]",Personal identity and sensitive information,Family events
img1618,"[1,1,1,0,0,1,0,0]",2.0,2.0,1.0,0.0,"[0,1,1,0,0,0]",Personal identity and sensitive information,Family events
img1619,"[1,0,0,0,0,1,0,0]",2.0,2.0,1.0,0.0,"[0,1,0,0,0,0]",Personal identity and sensitive information,Family events
img162,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,0]",Personal preferences,Hobbies/Leisure/Style
img1620,"[1,1,1,0,0,1,0,0]",2.0,2.0,1.0,0.0,"[0,1,0,0,0,0]",Personal identity and sensitive information,Family events
img1621,"[1,1,1,0,0,1,0,0]",2.0,2.0,1.0,0.0,"[0,1,0,0,0,0]",Personal identity and sensitive information,Family events
img1622,"[1,0,1,0,0,1,0,0]",2.0,2.0,1.0,0.0,"[0,1,0,0,0,0]",Personal identity and sensitive information,Family events
img1623,"[1,1,1,0,0,0,0,0]",2.0,2.0,1.0,0.0,"[0,1,1,0,0,0]",Personal identity and sensitive information,Family events
img1624,"[1,1,0,0,0,1,0,0]",2.0,2.0,1.0,0.0,"[0,1,0,0,0,0]",Personal identity and sensitive information,Family events
img1625,"[1,1,1,0,0,1,0,0]",2.0,2.0,1.0,0.0,"[0,1,0,0,0,0]",Personal identity and sensitive information,Family events
img1626,"[1,1,1,0,0,1,0,0]",2.0,2.0,1.0,0.0,"[0,1,0,0,0,0]",Personal identity and sensitive information,Family events
img1627,"[1,0,1,0,0,1,0,0]",2.0,2.0,1.0,0.0,"[0,1,0,0,0,0]",Personal identity and sensitive information,Family events
img1628,"[1,0,0,0,0,1,0,0]",2.0,2.0,1.0,0.0,"[0,1,0,0,0,0]",Personal identity and sensitive information,Family events
img1629,"[1,1,1,0,0,1,0,0]",2.0,2.0,1.0,0.0,"[0,1,1,0,0,0]",Personal identity and sensitive information,Family events
img163,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,0]",Personal preferences,Hobbies/Leisure/Style
img1630,"[1,1,1,0,0,1,0,0]",2.0,2.0,1.0,0.0,"[0,1,0,0,0,0]",Personal identity and sensitive information,Family events
img1631,"[1,1,1,0,0,1,0,0]",2.0,2.0,1.0,0.0,"[0,1,1,0,0,0]",Personal identity and sensitive information,Family events
img1632,"[1,0,0,0,0,1,0,0]",2.0,2.0,1.0,0.0,"[0,1,0,0,0,0]",Personal identity and sensitive information,Family events
img1633,"[1,0,0,0,0,1,0,0]",2.0,2.0,1.0,0.0,"[0,1,0,0,0,0]",Personal identity and sensitive information,Family events
img1634,"[0,0,1,0,0,1,0,0]",0.0,2.0,1.0,0.0,"[0,1,0,0,0,0]",Personal identity and sensitive information,Family events
img1635,"[1,1,0,0,0,1,0,0]",2.0,2.0,1.0,0.0,"[0,1,0,0,0,0]",Personal identity and sensitive information,Family events
img1636,"[1,1,0,0,0,1,0,0]",2.0,2.0,1.0,0.0,"[0,1,0,0,0,0]",Personal identity and sensitive information,Family events
img1637,"[1,1,0,0,0,1,0,0]",1.0,2.0,1.0,0.0,"[0,1,0,0,0,0]",Personal identity and sensitive information,Family events
img1638,"[1,1,1,0,0,1,0,0]",2.0,2.0,1.0,0.0,"[0,1,1,0,0,0]",Personal identity and sensitive information,Family events
img1639,"[1,0,1,0,0,1,0,0]",2.0,2.0,1.0,0.0,"[0,1,1,0,0,0]",Personal identity and sensitive information,Family events
img164,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,0]",Personal preferences,Hobbies/Leisure/Style
img1640,"[1,0,0,0,0,1,0,0]",2.0,2.0,1.0,0.0,"[0,1,0,0,0,0]",Personal identity and sensitive information,Family events
img1641,"[1,0,0,0,0,1,0,0]",2.0,2.0,1.0,0.0,"[0,1,0,0,0,0]",Personal identity and sensitive information,Family events
img1642,"[0,0,1,0,0,1,0,0]",0.0,2.0,1.0,0.0,"[0,1,1,0,0,0]",Personal identity and sensitive information,Family events
img1643,"[1,1,1,0,0,1,0,0]",2.0,2.0,1.0,0.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Family events
img1644,"[1,0,0,0,0,1,0,0]",2.0,2.0,1.0,0.0,"[0,1,0,0,0,0]",Personal identity and sensitive information,Family events
img1645,"[1,1,1,0,0,1,0,0]",2.0,2.0,1.0,0.0,"[0,1,0,0,0,0]",Personal identity and sensitive information,Family events
img1646,"[1,0,1,0,0,0,0,0]",2.0,2.0,1.0,0.0,"[0,1,0,0,0,0]",Personal identity and sensitive information,Family events
img1647,"[1,0,0,0,0,1,0,0]",2.0,2.0,1.0,0.0,"[0,1,0,0,0,0]",Personal identity and sensitive information,Family events
img1648,"[1,1,0,0,0,1,0,0]",2.0,2.0,1.0,0.0,"[0,1,0,0,0,0]",Personal identity and sensitive information,Family events
img1649,"[1,1,1,0,0,1,0,0]",2.0,2.0,1.0,0.0,"[0,1,0,0,0,0]",Personal identity and sensitive information,Family events
img165,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,0]",Personal preferences,Hobbies/Leisure/Style
img1651,"[1,1,1,0,0,1,0,0]",2.0,2.0,1.0,0.0,"[0,1,1,0,0,0]",Personal identity and sensitive information,Family events
img1652,"[1,0,0,0,0,1,0,0]",0.0,2.0,0.0,0.0,"[0,0,0,0,0,0]",Personal identity and sensitive information,Family events
img1653,"[1,1,1,0,0,0,0,0]",2.0,2.0,1.0,0.0,"[0,1,0,0,0,0]",Personal identity and sensitive information,Family events
img1654,"[1,1,0,1,0,0,0,0]",2.0,0.0,1.0,0.0,"[0,1,1,0,0,0]",Body and appearance,Body exposure and sexual implication
img1655,"[1,1,0,1,0,0,0,0]",2.0,0.0,1.0,0.0,"[0,1,1,0,0,0]",Body and appearance,Body exposure and sexual implication
img1656,"[1,1,0,1,0,0,0,0]",2.0,0.0,1.0,0.0,"[0,1,1,0,0,0]",Body and appearance,Body exposure and sexual implication
img1657,"[1,1,0,0,0,0,0,0]",2.0,0.0,1.0,0.0,"[0,1,1,0,0,0]",Body and appearance,Body exposure and sexual implication
img1658,"[1,1,0,1,0,0,0,0]",1.0,0.0,1.0,0.0,"[0,1,1,0,0,0]",Body and appearance,Body exposure and sexual implication
img1659,"[1,1,0,1,0,0,0,0]",1.0,0.0,1.0,0.0,"[0,1,1,0,0,0]",Body and appearance,Body exposure and sexual implication
img166,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,0]",Personal preferences,Hobbies/Leisure/Style
img1660,"[0,1,0,1,0,0,0,0]",0.0,0.0,1.0,0.0,"[0,1,0,0,0,0]",Body and appearance,Body exposure and sexual implication
img1661,"[1,1,0,1,0,0,0,0]",2.0,0.0,1.0,0.0,"[0,1,1,0,0,0]",Body and appearance,Body exposure and sexual implication
img1662,"[1,1,0,1,0,0,0,0]",2.0,0.0,1.0,0.0,"[0,1,1,0,0,0]",Body and appearance,Body exposure and sexual implication
img1663,"[1,1,0,1,0,0,0,0]",1.0,0.0,1.0,0.0,"[0,1,1,0,0,0]",Body and appearance,Body exposure and sexual implication
img1664,"[1,1,0,1,0,0,0,0]",2.0,,1.0,,"[0,1,1,0,0,0]",Body and appearance,Body exposure and sexual implication
img1665,"[1,1,0,1,0,0,0,0]",1.0,0.0,1.0,0.0,"[0,1,1,0,0,0]",Body and appearance,Body exposure and sexual implication
img1666,"[1,1,0,1,0,0,0,0]",2.0,0.0,1.0,0.0,"[0,1,1,0,0,0]",Body and appearance,Body exposure and sexual implication
img1667,"[1,1,0,1,0,0,0,0]",2.0,0.0,1.0,0.0,"[0,1,1,1,0,0]",Body and appearance,Body exposure and sexual implication
img1668,"[1,1,0,1,0,0,0,0]",2.0,0.0,1.0,0.0,"[0,1,1,0,0,0]",Body and appearance,Body exposure and sexual implication
img1669,"[1,1,0,1,0,0,0,0]",2.0,0.0,1.0,0.0,"[0,1,1,1,0,0]",Body and appearance,Body exposure and sexual implication
img167,"[0,0,0,0,1,0,0,0]",0.0,1.0,0.0,0.0,"[0,1,1,1,0,0]",Personal preferences,Hobbies/Leisure/Style
img1670,"[1,1,0,1,0,0,0,0]",2.0,0.0,1.0,0.0,"[0,1,1,0,0,0]",Body and appearance,Body exposure and sexual implication
img1671,"[1,1,0,1,0,0,0,0]",2.0,0.0,1.0,0.0,"[0,1,1,0,0,0]",Body and appearance,Body exposure and sexual implication
img1672,"[1,1,0,1,0,0,0,0]",2.0,0.0,1.0,0.0,"[0,1,1,0,0,0]",Body and appearance,Body exposure and sexual implication
img1673,"[1,1,0,1,0,0,0,0]",2.0,0.0,1.0,0.0,"[0,1,1,1,0,0]",Body and appearance,Body exposure and sexual implication
img1674,"[1,1,0,1,0,0,0,0]",2.0,0.0,1.0,0.0,"[0,1,0,0,0,0]",Body and appearance,Body exposure and sexual implication
img1675,"[1,1,0,1,0,1,0,0]",1.0,1.0,1.0,,"[0,1,1,0,0,0]",Body and appearance,Body exposure and sexual implication
img1676,"[1,0,0,1,1,0,0,0]",1.0,0.0,1.0,0.0,"[0,1,1,0,0,0]",Body and appearance,Body exposure and sexual implication
img1677,"[1,1,0,1,0,0,0,0]",2.0,0.0,1.0,0.0,"[0,1,1,0,0,0]",Body and appearance,Body exposure and sexual implication
img1678,"[1,0,0,1,1,0,0,0]",2.0,0.0,1.0,0.0,"[0,1,1,0,0,0]",Body and appearance,Body exposure and sexual implication
img1679,"[1,1,0,1,0,0,0,0]",1.0,0.0,1.0,0.0,"[0,1,1,0,0,0]",Body and appearance,Body exposure and sexual implication
img168,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,0]",Personal preferences,Hobbies/Leisure/Style
img1680,"[1,1,0,1,0,0,0,0]",2.0,0.0,1.0,0.0,"[0,1,1,0,0,0]",Body and appearance,Body exposure and sexual implication
img1681,"[1,0,1,1,1,0,0,0]",2.0,0.0,2.0,0.0,"[1,0,0,0,0,0]",Body and appearance,Body exposure and sexual implication
img1682,"[1,1,1,1,0,1,0,0]",1.0,1.0,1.0,0.0,"[0,1,1,0,0,0]",Body and appearance,Body exposure and sexual implication
img1683,"[1,1,0,1,0,0,0,0]",2.0,0.0,1.0,0.0,"[0,1,1,0,0,0]",Body and appearance,Body exposure and sexual implication
img1684,"[1,1,0,1,0,0,0,0]",2.0,0.0,1.0,0.0,"[0,1,1,0,0,0]",Body and appearance,Body exposure and sexual implication
img1685,"[1,1,0,1,0,0,0,0]",1.0,0.0,1.0,0.0,"[0,1,1,0,0,0]",Body and appearance,Body exposure and sexual implication
img1686,"[1,1,0,1,0,0,0,0]",2.0,0.0,1.0,0.0,"[0,1,1,1,0,0]",Body and appearance,Body exposure and sexual implication
img1687,"[1,1,0,1,0,0,0,0]",2.0,0.0,1.0,0.0,"[0,1,1,0,0,0]",Body and appearance,Body exposure and sexual implication
img1688,"[1,1,1,1,0,0,0,0]",2.0,0.0,1.0,0.0,"[0,1,1,0,0,0]",Body and appearance,Body exposure and sexual implication
img1689,"[1,1,0,1,0,0,0,0]",2.0,0.0,1.0,0.0,"[0,1,1,1,0,0]",Body and appearance,Body exposure and sexual implication
img169,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,0]",Personal preferences,Hobbies/Leisure/Style
img1690,"[1,1,0,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Body and appearance,Body exposure and sexual implication
img1691,"[1,1,1,1,0,0,0,0]",1.0,0.0,1.0,0.0,"[0,1,1,1,0,0]",Body and appearance,Body exposure and sexual implication
img1692,"[1,0,0,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Body and appearance,Body exposure and sexual implication
img1693,"[1,1,1,1,0,0,0,0]",1.0,1.0,1.0,0.0,"[0,1,0,0,0,0]",Body and appearance,Body exposure and sexual implication
img1694,"[1,1,0,1,0,0,0,0]",2.0,1.0,1.0,0.0,"[0,1,1,0,0,0]",Body and appearance,Body exposure and sexual implication
img1695,"[1,1,0,1,0,0,0,0]",1.0,0.0,1.0,0.0,"[0,1,1,0,0,0]",Body and appearance,Body exposure and sexual implication
img1696,"[1,1,0,1,0,0,0,0]",2.0,0.0,1.0,0.0,"[0,1,1,0,0,0]",Body and appearance,Body exposure and sexual implication
img1697,"[1,1,0,1,0,0,0,0]",2.0,0.0,1.0,0.0,"[0,0,0,0,0,0]",Body and appearance,Body exposure and sexual implication
img1698,"[1,1,0,1,0,0,0,0]",1.0,0.0,1.0,0.0,"[0,1,1,0,0,0]",Body and appearance,Body exposure and sexual implication
img1699,"[1,0,0,0,1,0,0,0]",1.0,0.0,0.0,0.0,"[0,1,1,0,0,0]",Body and appearance,Body exposure and sexual implication
img17,"[1,0,0,0,1,0,0,0]",2.0,1.0,1.0,0.0,"[0,1,1,1,0,0]",Location information,Public facilities
img170,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,0]",Personal preferences,Hobbies/Leisure/Style
img1700,"[1,1,0,1,0,0,0,0]",1.0,0.0,1.0,0.0,"[0,1,0,0,0,0]",Body and appearance,Body exposure and sexual implication
img1701,"[1,1,0,1,0,0,0,0]",1.0,0.0,1.0,0.0,"[1,0,0,0,0,0]",Body and appearance,Body exposure and sexual implication
img1702,"[1,1,0,1,0,0,0,0]",2.0,0.0,1.0,0.0,"[0,1,1,0,0,0]",Body and appearance,Body exposure and sexual implication
img1703,"[1,1,0,1,0,0,0,0]",2.0,0.0,1.0,0.0,"[0,1,1,0,0,0]",Body and appearance,Body exposure and sexual implication
img1704,"[1,1,0,1,0,0,0,0]",2.0,0.0,1.0,0.0,"[0,1,1,1,0,0]",Body and appearance,Body exposure and sexual implication
img1705,"[1,1,0,1,0,0,0,0]",2.0,0.0,1.0,0.0,"[0,1,1,0,0,0]",Body and appearance,Body exposure and sexual implication
img1706,"[1,1,0,1,0,0,0,0]",1.0,0.0,1.0,0.0,"[0,1,1,1,0,0]",Body and appearance,Body exposure and sexual implication
img1707,"[1,1,0,1,0,0,0,0]",2.0,0.0,1.0,0.0,"[0,1,1,0,0,0]",Body and appearance,Body exposure and sexual implication
img1708,"[1,1,0,1,0,0,0,0]",1.0,0.0,1.0,0.0,"[0,1,1,0,0,0]",Body and appearance,Body exposure and sexual implication
img1709,"[1,1,1,1,0,0,0,0]",2.0,0.0,1.0,0.0,"[0,1,1,0,0,0]",Body and appearance,Body exposure and sexual implication
img171,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,0]",Personal preferences,Hobbies/Leisure/Style
img1710,"[1,1,0,1,0,0,0,0]",0.0,0.0,1.0,0.0,"[0,1,1,0,0,0]",Body and appearance,Body exposure and sexual implication
img1711,"[1,1,0,1,0,0,0,0]",1.0,0.0,1.0,0.0,"[0,1,1,0,0,0]",Body and appearance,Body exposure and sexual implication
img1712,"[1,1,0,0,0,1,0,0]",2.0,0.0,1.0,0.0,"[0,1,1,1,0,0]",Body and appearance,Body exposure and sexual implication
img1713,"[1,1,0,1,0,0,0,0]",2.0,0.0,1.0,0.0,"[0,1,1,0,0,0]",Body and appearance,Body exposure and sexual implication
img1714,"[0,0,0,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,1]",Public,Public
img1715,"[1,0,0,0,1,0,0,0]",1.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Public,Public
img1716,"[0,0,1,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Public,Public
img1717,"[0,0,0,0,0,0,0,1]",0.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Public,Public
img1718,"[0,0,0,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,0]",Public,Public
img1719,"[0,0,0,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,0]",Public,Public
img172,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,0]",Personal preferences,Hobbies/Leisure/Style
img1720,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,0]",Public,Public
img1721,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,0]",Public,Public
img1722,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,0]",Public,Public
img1723,"[0,0,0,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,0]",Public,Public
img1724,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,0]",Public,Public
img1725,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,0]",Public,Public
img1726,"[0,0,0,0,0,0,0,1]",0.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Public,Public
img1727,"[1,0,0,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Public,Public
img1728,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,0]",Public,Public
img1729,"[0,0,0,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,1]",Public,Public
img173,"[1,0,1,0,0,0,0,0]",2.0,2.0,1.0,0.0,"[0,1,0,0,0,0]",Personal identity and sensitive information,Personal information
img1730,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,0]",Public,Public
img1731,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,0]",Public,Public
img1732,"[1,0,0,0,0,0,0,0]",1.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Public,Public
img1733,"[1,0,0,0,1,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Public,Public
img1734,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,0]",Public,Public
img1735,"[0,0,0,0,1,0,0,0]",0.0,1.0,0.0,0.0,"[0,1,1,1,1,0]",Public,Public
img1736,"[0,0,0,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,1]",Public,Public
img1737,"[0,0,0,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,1]",Public,Public
img1738,"[0,0,0,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,1]",Public,Public
img1739,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,0]",Public,Public
img174,"[0,0,1,0,0,0,0,1]",0.0,2.0,0.0,0.0,"[0,1,1,0,0,0]",Personal identity and sensitive information,Personal information
img1740,"[0,0,0,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,1]",Public,Public
img1741,"[0,0,1,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Public,Public
img1742,"[0,0,0,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,0]",Public,Public
img1743,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Public,Public
img1744,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,0]",Public,Public
img1745,"[0,0,0,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,1]",Public,Public
img1746,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,0]",Public,Public
img1747,"[0,0,0,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,1]",Public,Public
img1748,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,0]",Public,Public
img1749,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,0]",Public,Public
img175,"[1,0,1,1,0,0,0,0]",2.0,2.0,1.0,0.0,"[0,1,0,0,0,0]",Personal identity and sensitive information,Personal information
img1750,"[0,0,0,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,1]",Public,Public
img1751,"[0,0,1,0,0,0,0,1]",0.0,1.0,1.0,0.0,"[0,1,1,1,0,0]",Public,Public
img1752,"[0,0,0,0,0,0,0,1]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,0]",Public,Public
img1753,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,0]",Public,Public
img1754,"[0,0,0,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,1]",Public,Public
img1755,"[1,0,0,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Public,Public
img1756,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,0]",Public,Public
img1757,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,0]",Public,Public
img1758,"[1,0,0,0,1,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Public,Public
img1759,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,0]",Public,Public
img176,"[0,0,1,0,0,0,0,0]",0.0,2.0,1.0,0.0,"[0,1,0,0,0,0]",Personal identity and sensitive information,Personal information
img1760,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,0]",Public,Public
img1761,"[0,0,0,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,1]",Public,Public
img1762,"[0,0,0,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,1]",Public,Public
img1763,"[0,0,0,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,1]",Public,Public
img1764,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,0]",Public,Public
img1765,"[0,0,0,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Public,Public
img1766,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,0]",Public,Public
img1767,"[1,0,0,0,1,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Public,Public
img1768,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,0]",Public,Public
img1769,"[0,0,0,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,0]",Public,Public
img177,"[0,0,1,0,0,0,0,1]",0.0,2.0,0.0,0.0,"[0,1,0,0,0,0]",Personal identity and sensitive information,Personal information
img1770,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,0]",Public,Public
img1771,"[0,0,0,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,0]",Public,Public
img1772,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,0]",Public,Public
img1773,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,0]",Public,Public
img1774,"[0,0,0,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,0]",Public,Public
img1775,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,0]",Public,Public
img1776,"[1,0,0,0,1,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Public,Public
img1777,"[0,0,0,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,1]",Public,Public
img1778,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,0]",Public,Public
img1779,"[0,0,0,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,1]",Public,Public
img178,"[0,0,1,0,0,0,0,1]",0.0,2.0,0.0,0.0,"[0,1,1,0,0,0]",Personal identity and sensitive information,Personal information
img1780,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Public,Public
img1781,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,0]",Public,Public
img1782,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,0]",Public,Public
img1783,"[0,0,0,0,0,0,0,1]",0.0,1.0,1.0,0.0,"[0,1,1,1,1,0]",Public,Public
img1784,"[0,0,0,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,1]",Public,Public
img1785,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,0]",Public,Public
img1786,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,,"[0,1,1,1,1,0]",Public,Public
img1787,"[0,0,0,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,1]",Public,Public
img1788,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,0]",Public,Public
img1789,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Public,Public
